Lat,Long,geometry
43.6753235,-79.2966461,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6753311,-79.3085022,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6753311,-79.2999954,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6753387,-79.3202972,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6755104,-79.3129044,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6756477,-79.3108826,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6757011,-79.3059006,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6757736,-79.2979431,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.675808,-79.319046,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6758308,-79.2914658,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6759338,-79.3181,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6759605,-79.3101425,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6813049,-79.2944565,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6813316,-79.2887955,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6813545,-79.3021545,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6815529,-79.3154449,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6815796,-79.2932053,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6816101,-79.3021164,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6817589,-79.3202744,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6818542,-79.2919464,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6820221,-79.3171616,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6820488,-79.3182755,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6821709,-79.3077927,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6823273,-79.3155594,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6824303,-79.3068695,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6824532,-79.3205719,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6824951,-79.2980194,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.682579,-79.3143616,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.682663,-79.3195953,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6826973,-79.288002,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6828117,-79.3054733,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6828232,-79.2966003,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6828651,-79.3130112,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6829681,-79.3164749,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6831207,-79.2952042,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6833687,-79.3236389,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6833725,-79.3028412,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6833916,-79.2939453,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6834259,-79.3118439,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6834412,-79.3106461,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6835403,-79.3057938,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6836472,-79.309639,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6836586,-79.3015213,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6836624,-79.2927017,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.683857,-79.2898331,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6839409,-79.2914505,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6839447,-79.3208923,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6839523,-79.3001556,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6839676,-79.3085022,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6840363,-79.3135071,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6840858,-79.3202057,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.684124,-79.2885971,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6841698,-79.3239746,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6842422,-79.3076477,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6842499,-79.2987595,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6844406,-79.3002777,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6844482,-79.3047485,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6845207,-79.2887497,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.684536,-79.2974243,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6845589,-79.2973175,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6846275,-79.3176727,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6846733,-79.2967987,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6847382,-79.2877884,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.684742,-79.3171768,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6847534,-79.3100967,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.684845,-79.3059082,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6848564,-79.2975616,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.684948,-79.3162231,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6849823,-79.3243027,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6850281,-79.2963638,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6850624,-79.296196,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6851006,-79.2960358,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6855469,-79.3019028,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6856804,-79.3092194,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6856804,-79.29216,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.685688,-79.3127747,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6858864,-79.3083191,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6859512,-79.3156052,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6859818,-79.3063965,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6862717,-79.3183365,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.686348,-79.2938385,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6863976,-79.3218918,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6865273,-79.3131485,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6866455,-79.3085632,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6866837,-79.2875443,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6867752,-79.3159256,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6869392,-79.3073349,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6869507,-79.3113174,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6870651,-79.3186493,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6871414,-79.290062,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6871872,-79.3222198,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6872826,-79.290123,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6873474,-79.3252869,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.687439,-79.3052444,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6875343,-79.2922668,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6876602,-79.3076706,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.687809,-79.2910309,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6879196,-79.3029785,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6880531,-79.325592,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6881027,-79.3138123,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6881485,-79.3018341,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6881943,-79.2969437,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6882324,-79.3092346,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6884499,-79.3005447,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6886444,-79.3228531,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.688652,-79.3033066,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6888962,-79.3141861,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6890411,-79.2978973,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6890602,-79.3142471,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6891441,-79.316925,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6892662,-79.3133163,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6893272,-79.3233566,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6893311,-79.3196259,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6894531,-79.2960587,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6894798,-79.3124084,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6895943,-79.3220749,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6896515,-79.3145142,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6897202,-79.2949219,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6898499,-79.3172302,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6900406,-79.3199844,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6902275,-79.2926865,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6902428,-79.306427,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6902809,-79.3013458,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6903038,-79.3223724,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6903648,-79.2968674,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6905098,-79.2914886,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6905632,-79.3175201,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6907196,-79.2952881,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6907349,-79.3203354,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6907959,-79.2902756,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6909065,-79.3104095,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6909409,-79.3067322,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6909599,-79.2942505,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6910896,-79.3151321,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6911392,-79.3091888,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.691185,-79.3227539,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6912346,-79.2883606,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6912689,-79.2969818,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6914482,-79.3206635,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.691452,-79.3000793,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.691494,-79.3132706,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6916466,-79.2906418,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6917038,-79.3034058,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6917953,-79.3154373,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6919785,-79.3181992,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6920013,-79.3021164,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6920815,-79.2970657,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6921501,-79.3048172,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6923523,-79.3272858,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6923981,-79.3162308,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6924553,-79.2991028,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6924973,-79.3157349,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6925316,-79.3097763,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6925812,-79.3240814,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6925888,-79.2937241,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6926804,-79.2949982,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6927986,-79.3230438,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6928062,-79.3158569,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6928139,-79.3185501,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6928329,-79.2971573,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6928444,-79.3051224,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6928673,-79.2925186,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6928711,-79.2890244,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6929398,-79.3263931,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6929893,-79.300766,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6930237,-79.3149338,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6931458,-79.2912979,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6931496,-79.3000793,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6931763,-79.3140106,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6933556,-79.3126907,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6933594,-79.3160858,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6935349,-79.3054276,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6935425,-79.297226,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6935921,-79.3233719,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.693634,-79.326683,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6936951,-79.3189316,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6937256,-79.3079376,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6939278,-79.3103714,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6940918,-79.2972794,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6942139,-79.3164825,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6943054,-79.3165283,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6943626,-79.3269882,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6944885,-79.3192749,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6945801,-79.2973251,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6946068,-79.3058777,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6946831,-79.2996979,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6947327,-79.3146744,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6947861,-79.3213654,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.694931,-79.3060226,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6950226,-79.3240128,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6950302,-79.3168259,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
43.6951218,-79.3085556,"{'name': 'Beaches-East York', 'centroid': {'coordinates': [-79.30667407750994, 43.68927152233702], 'type': 'Point'}}"
