Lat,Long,wardnumber 2010,wardname 2010,wardmedian 2010,wardnumber 2018,wardname 2018
43.7565117,-79.5658569,7,York West (7),59339,7,Humber River-Black Creek
43.7565994,-79.5120697,8,York West (8),48445,7,Humber River-Black Creek
43.7566032,-79.4976578,8,York West (8),48445,7,Humber River-Black Creek
43.7566223,-79.572525,7,York West (7),59339,7,Humber River-Black Creek
43.7566528,-79.4948578,8,York West (8),48445,7,Humber River-Black Creek
43.7566948,-79.5694427,7,York West (7),59339,7,Humber River-Black Creek
43.7567329,-79.5206985,7,York West (7),59339,7,Humber River-Black Creek
43.7568054,-79.5680618,7,York West (7),59339,7,Humber River-Black Creek
43.7568398,-79.5804977,7,York West (7),59339,7,Humber River-Black Creek
43.756916,-79.5713654,7,York West (7),59339,7,Humber River-Black Creek
43.7569618,-79.5711212,7,York West (7),59339,7,Humber River-Black Creek
43.7570648,-79.492836,8,York West (8),48445,7,Humber River-Black Creek
43.7571373,-79.4990921,8,York West (8),48445,7,Humber River-Black Creek
43.7571449,-79.5796814,7,York West (7),59339,7,Humber River-Black Creek
43.7572327,-79.4916916,8,York West (8),48445,7,Humber River-Black Creek
43.7572365,-79.5177307,8,York West (8),48445,7,Humber River-Black Creek
43.7572556,-79.5698547,7,York West (7),59339,7,Humber River-Black Creek
43.7574692,-79.5437622,7,York West (7),59339,7,Humber River-Black Creek
43.7575493,-79.5785904,7,York West (7),59339,7,Humber River-Black Creek
43.7576141,-79.5153656,8,York West (8),48445,7,Humber River-Black Creek
43.7576675,-79.5751953,7,York West (7),59339,7,Humber River-Black Creek
43.7577057,-79.5444489,7,York West (7),59339,7,Humber River-Black Creek
43.7578697,-79.5154648,8,York West (8),48445,7,Humber River-Black Creek
43.7579613,-79.5774994,7,York West (7),59339,7,Humber River-Black Creek
43.757988,-79.4972076,8,York West (8),48445,7,Humber River-Black Creek
43.7580147,-79.4922256,8,York West (8),48445,7,Humber River-Black Creek
43.7580605,-79.513443,8,York West (8),48445,7,Humber River-Black Creek
43.7580833,-79.5438843,7,York West (7),59339,7,Humber River-Black Creek
43.7581367,-79.5091248,8,York West (8),48445,7,Humber River-Black Creek
43.7584,-79.5805588,7,York West (7),59339,7,Humber River-Black Creek
43.7584,-79.5756607,7,York West (7),59339,7,Humber River-Black Creek
43.7584801,-79.570694,7,York West (7),59339,7,Humber River-Black Creek
43.7585526,-79.577919,7,York West (7),59339,7,Humber River-Black Creek
43.7587738,-79.569725,7,York West (7),59339,7,Humber River-Black Creek
43.7589149,-79.509552,8,York West (8),48445,7,Humber River-Black Creek
43.758976,-79.5181122,8,York West (8),48445,7,Humber River-Black Creek
43.7590179,-79.5177765,8,York West (8),48445,7,Humber River-Black Creek
43.7590561,-79.5691071,7,York West (7),59339,7,Humber River-Black Creek
43.7590561,-79.4919739,8,York West (8),48445,7,Humber River-Black Creek
43.7590637,-79.5728683,7,York West (7),59339,7,Humber River-Black Creek
43.7591934,-79.5783615,7,York West (7),59339,7,Humber River-Black Creek
43.759285,-79.5079269,8,York West (8),48445,7,Humber River-Black Creek
43.7593269,-79.4899826,8,York West (8),48445,7,Humber River-Black Creek
43.759388,-79.4962769,8,York West (8),48445,7,Humber River-Black Creek
43.759407,-79.5744705,7,York West (7),59339,7,Humber River-Black Creek
43.7594147,-79.5713882,7,York West (7),59339,7,Humber River-Black Creek
43.7597389,-79.4933548,8,York West (8),48445,7,Humber River-Black Creek
43.7597504,-79.4996567,8,York West (8),48445,7,Humber River-Black Creek
43.7598152,-79.5495529,7,York West (7),59339,7,Humber River-Black Creek
43.759819,-79.510704,8,York West (8),48445,7,Humber River-Black Creek
43.7598228,-79.4981766,8,York West (8),48445,7,Humber River-Black Creek
43.7600021,-79.5580597,7,York West (7),59339,7,Humber River-Black Creek
43.7600174,-79.574913,7,York West (7),59339,7,Humber River-Black Creek
43.7600288,-79.5718155,7,York West (7),59339,7,Humber River-Black Creek
43.7602921,-79.5148468,8,York West (8),48445,7,Humber River-Black Creek
43.760334,-79.4939804,8,York West (8),48445,7,Humber River-Black Creek
43.7604294,-79.5700912,7,York West (7),59339,7,Humber River-Black Creek
43.7604332,-79.494957,8,York West (8),48445,7,Humber River-Black Creek
43.7604637,-79.5097809,8,York West (8),48445,7,Humber River-Black Creek
43.7605896,-79.5660629,7,York West (7),59339,7,Humber River-Black Creek
43.7608109,-79.5753326,7,York West (7),59339,7,Humber River-Black Creek
43.7609863,-79.493866,8,York West (8),48445,7,Humber River-Black Creek
43.7610664,-79.5,8,York West (8),48445,7,Humber River-Black Creek
43.7611313,-79.5263443,8,York West (8),48445,7,Humber River-Black Creek
43.7611809,-79.5245819,8,York West (8),48445,7,Humber River-Black Creek
43.7614174,-79.5256042,8,York West (8),48445,7,Humber River-Black Creek
43.7614365,-79.5205994,8,York West (8),48445,7,Humber River-Black Creek
43.7614975,-79.5738678,7,York West (7),59339,7,Humber River-Black Creek
43.7614975,-79.5231934,8,York West (8),48445,7,Humber River-Black Creek
43.7616997,-79.5446777,7,York West (7),59339,7,Humber River-Black Creek
43.7617722,-79.522583,8,York West (8),48445,7,Humber River-Black Creek
43.7617874,-79.5730591,7,York West (7),59339,7,Humber River-Black Creek
43.761837,-79.5214157,8,York West (8),48445,7,Humber River-Black Creek
43.7618828,-79.572052,7,York West (7),59339,7,Humber River-Black Creek
43.7619209,-79.5188217,8,York West (8),48445,7,Humber River-Black Creek
43.7619743,-79.5169678,8,York West (8),48445,7,Humber River-Black Creek
43.7620621,-79.5261612,8,York West (8),48445,7,Humber River-Black Creek
43.7620621,-79.4931107,8,York West (8),48445,7,Humber River-Black Creek
43.7622452,-79.5005188,8,York West (8),48445,7,Humber River-Black Creek
43.7622986,-79.5705109,7,York West (7),59339,7,Humber River-Black Creek
43.7623444,-79.5748978,7,York West (7),59339,7,Humber River-Black Creek
43.7625618,-79.5560989,7,York West (7),59339,7,Humber River-Black Creek
43.7626038,-79.4936447,8,York West (8),48445,7,Humber River-Black Creek
43.7626152,-79.5214539,8,York West (8),48445,7,Humber River-Black Creek
43.7626228,-79.5644226,7,York West (7),59339,7,Humber River-Black Creek
43.7626762,-79.5401764,7,York West (7),59339,7,Humber River-Black Creek
43.7627716,-79.5165024,8,York West (8),48445,7,Humber River-Black Creek
43.7629623,-79.5728302,7,York West (7),59339,7,Humber River-Black Creek
43.7631149,-79.5751877,7,York West (7),59339,7,Humber River-Black Creek
43.7632332,-79.5154495,8,York West (8),48445,7,Humber River-Black Creek
43.7633476,-79.5741348,7,York West (7),59339,7,Humber River-Black Creek
43.7633629,-79.5008621,8,York West (8),48445,7,Humber River-Black Creek
43.7634354,-79.5098801,8,York West (8),48445,7,Humber River-Black Creek
43.7636108,-79.5707703,7,York West (7),59339,7,Humber River-Black Creek
43.7637062,-79.5136261,8,York West (8),48445,7,Humber River-Black Creek
43.7640419,-79.5596771,7,York West (7),59339,7,Humber River-Black Creek
43.7642136,-79.5532455,7,York West (7),59339,7,Humber River-Black Creek
43.764225,-79.5122375,8,York West (8),48445,7,Humber River-Black Creek
43.7642288,-79.5721893,7,York West (7),59339,7,Humber River-Black Creek
43.7644196,-79.570961,7,York West (7),59339,7,Humber River-Black Creek
43.764473,-79.5269165,8,York West (8),48445,7,Humber River-Black Creek
43.7645454,-79.508934,8,York West (8),48445,7,Humber River-Black Creek
43.7646255,-79.547081,7,York West (7),59339,7,Humber River-Black Creek
43.7648163,-79.5013275,8,York West (8),48445,7,Humber River-Black Creek
43.7648773,-79.5453644,7,York West (7),59339,7,Humber River-Black Creek
43.7650986,-79.5209961,8,York West (8),48445,7,Humber River-Black Creek
43.765152,-79.5276871,8,York West (8),48445,7,Humber River-Black Creek
43.7652245,-79.5115433,8,York West (8),48445,7,Humber River-Black Creek
43.7652512,-79.5037689,8,York West (8),48445,7,Humber River-Black Creek
43.7652626,-79.4992142,8,York West (8),48445,7,Humber River-Black Creek
43.765274,-79.4936829,8,York West (8),48445,7,Humber River-Black Creek
43.7653809,-79.5026703,8,York West (8),48445,7,Humber River-Black Creek
43.7654572,-79.5567703,7,York West (7),59339,7,Humber River-Black Creek
43.76548,-79.4981918,8,York West (8),48445,7,Humber River-Black Creek
43.7655182,-79.5013885,8,York West (8),48445,7,Humber River-Black Creek
43.7655792,-79.5211258,8,York West (8),48445,7,Humber River-Black Creek
43.7656975,-79.4971695,8,York West (8),48445,7,Humber River-Black Creek
43.7657166,-79.4916611,8,York West (8),48445,7,Humber River-Black Creek
43.7657547,-79.541214,7,York West (7),59339,7,Humber River-Black Creek
43.7659111,-79.5196915,8,York West (8),48445,7,Humber River-Black Creek
43.7659149,-79.4961472,8,York West (8),48445,7,Humber River-Black Creek
43.7659607,-79.5212936,8,York West (8),48445,7,Humber River-Black Creek
43.7660027,-79.5539551,7,York West (7),59339,7,Humber River-Black Creek
43.7660446,-79.511673,8,York West (8),48445,7,Humber River-Black Creek
43.7661896,-79.5282974,8,York West (8),48445,7,Humber River-Black Creek
43.7663498,-79.4942932,8,York West (8),48445,7,Humber River-Black Creek
43.7663727,-79.5045166,8,York West (8),48445,7,Humber River-Black Creek
43.7664108,-79.5042038,8,York West (8),48445,7,Humber River-Black Creek
43.7664299,-79.5010376,8,York West (8),48445,7,Humber River-Black Creek
43.7665596,-79.5511627,7,York West (7),59339,7,Humber River-Black Creek
43.766571,-79.5034714,8,York West (8),48445,7,Humber River-Black Creek
43.7665749,-79.4997482,8,York West (8),48445,7,Humber River-Black Creek
43.7666321,-79.5031815,8,York West (8),48445,7,Humber River-Black Creek
43.7667732,-79.5218735,8,York West (8),48445,7,Humber River-Black Creek
43.7667999,-79.4987411,8,York West (8),48445,7,Humber River-Black Creek
43.7668076,-79.502388,8,York West (8),48445,7,Humber River-Black Creek
43.7668114,-79.4965134,8,York West (8),48445,7,Humber River-Black Creek
43.7668304,-79.5298386,8,York West (8),48445,7,Humber River-Black Creek
43.767025,-79.4977188,8,York West (8),48445,7,Humber River-Black Creek
43.7670708,-79.5011978,8,York West (8),48445,7,Humber River-Black Creek
43.7671127,-79.5485458,7,York West (7),59339,7,Humber River-Black Creek
43.7671967,-79.5344009,7,York West (7),59339,7,Humber River-Black Creek
43.7672119,-79.5147705,8,York West (8),48445,7,Humber River-Black Creek
43.7672424,-79.4949493,8,York West (8),48445,7,Humber River-Black Creek
43.7672539,-79.5274658,8,York West (8),48445,7,Humber River-Black Creek
43.7672539,-79.4966965,8,York West (8),48445,7,Humber River-Black Creek
43.7673149,-79.5000687,8,York West (8),48445,7,Humber River-Black Creek
43.7673149,-79.4920502,8,York West (8),48445,7,Humber River-Black Creek
43.7674904,-79.5225372,8,York West (8),48445,7,Humber River-Black Creek
43.76754,-79.4990463,8,York West (8),48445,7,Humber River-Black Creek
43.7676163,-79.4968491,8,York West (8),48445,7,Humber River-Black Creek
43.7676811,-79.5459671,7,York West (7),59339,7,Humber River-Black Creek
43.7677574,-79.4980469,8,York West (8),48445,7,Humber River-Black Creek
43.7677727,-79.5040054,8,York West (8),48445,7,Humber River-Black Creek
43.7679863,-79.4970016,8,York West (8),48445,7,Humber River-Black Creek
43.7680054,-79.4955063,8,York West (8),48445,7,Humber River-Black Creek
43.7680168,-79.5028839,8,York West (8),48445,7,Humber River-Black Creek
43.7682648,-79.5229645,8,York West (8),48445,7,Humber River-Black Creek
43.7682724,-79.5017014,8,York West (8),48445,7,Humber River-Black Creek
43.7683716,-79.4971619,8,York West (8),48445,7,Humber River-Black Creek
43.7684555,-79.542305,7,York West (7),59339,7,Humber River-Black Creek
43.7685204,-79.5005569,8,York West (8),48445,7,Humber River-Black Creek
43.7685509,-79.5290909,8,York West (8),48445,7,Humber River-Black Creek
43.7686501,-79.4958954,8,York West (8),48445,7,Humber River-Black Creek
43.7687416,-79.4995422,8,York West (8),48445,7,Humber River-Black Creek
43.7688293,-79.520401,8,York West (8),48445,7,Humber River-Black Creek
43.7689667,-79.4985275,8,York West (8),48445,7,Humber River-Black Creek
43.769001,-79.5396118,7,York West (7),59339,7,Humber River-Black Creek
43.769165,-79.5187607,8,York West (8),48445,7,Humber River-Black Creek
43.7691917,-79.4974976,8,York West (8),48445,7,Humber River-Black Creek
43.7693558,-79.5058899,8,York West (8),48445,7,Humber River-Black Creek
43.769371,-79.5054169,8,York West (8),48445,7,Humber River-Black Creek
43.7697029,-79.5300827,8,York West (8),48445,7,Humber River-Black Creek
43.7697906,-79.5033875,8,York West (8),48445,7,Humber River-Black Creek
43.7698059,-79.5341949,7,York West (7),59339,7,Humber River-Black Creek
43.7703438,-79.5008469,8,York West (8),48445,7,Humber River-Black Creek
43.7708931,-79.4983139,8,York West (8),48445,7,Humber River-Black Creek
43.771244,-79.522522,8,York West (8),48445,7,Humber River-Black Creek
43.7716141,-79.5225296,8,York West (8),48445,7,Humber River-Black Creek
43.7716675,-79.5041351,8,York West (8),48445,7,Humber River-Black Creek
43.7718887,-79.5137177,8,York West (8),48445,7,Humber River-Black Creek
43.7719193,-79.5015182,8,York West (8),48445,7,Humber River-Black Creek
43.7719917,-79.4932404,8,York West (8),48445,7,Humber River-Black Creek
43.7721252,-79.5006714,8,York West (8),48445,7,Humber River-Black Creek
43.7721443,-79.5226669,8,York West (8),48445,7,Humber River-Black Creek
43.7724457,-79.5113983,8,York West (8),48445,7,Humber River-Black Creek
43.7724648,-79.5286331,8,York West (8),48445,7,Humber River-Black Creek
43.7724991,-79.4990005,8,York West (8),48445,7,Humber River-Black Creek
43.7725792,-79.5227585,8,York West (8),48445,7,Humber River-Black Creek
43.7728386,-79.5275726,8,York West (8),48445,7,Humber River-Black Creek
43.7729988,-79.52285,8,York West (8),48445,7,Humber River-Black Creek
43.7731171,-79.5263748,8,York West (8),48445,7,Humber River-Black Creek
43.7732086,-79.5214233,8,York West (8),48445,7,Humber River-Black Creek
43.7733192,-79.5242691,8,York West (8),48445,7,Humber River-Black Creek
43.7733574,-79.5251846,8,York West (8),48445,7,Humber River-Black Creek
43.7735405,-79.4994507,8,York West (8),48445,7,Humber River-Black Creek
43.7738419,-79.5266571,8,York West (8),48445,7,Humber River-Black Creek
43.7742729,-79.497757,8,York West (8),48445,7,Humber River-Black Creek
43.774292,-79.5085602,8,York West (8),48445,7,Humber River-Black Creek
43.774353,-79.4998016,8,York West (8),48445,7,Humber River-Black Creek
43.7744751,-79.5024414,8,York West (8),48445,7,Humber River-Black Creek
43.7751694,-79.4940414,8,York West (8),48445,7,Humber River-Black Creek
43.7753525,-79.504158,8,York West (8),48445,7,Humber River-Black Creek
43.7753944,-79.5103912,8,York West (8),48445,7,Humber River-Black Creek
43.7754402,-79.500267,8,York West (8),48445,7,Humber River-Black Creek
43.775631,-79.5089951,8,York West (8),48445,7,Humber River-Black Creek
43.7760468,-79.5005264,8,York West (8),48445,7,Humber River-Black Creek
43.7763329,-79.5006485,8,York West (8),48445,7,Humber River-Black Creek
43.7767487,-79.4988632,8,York West (8),48445,7,Humber River-Black Creek
43.7777214,-79.4946518,8,York West (8),48445,7,Humber River-Black Creek
43.7786751,-79.4980621,8,York West (8),48445,7,Humber River-Black Creek
43.6924057,-79.4639969,17,Davenport (17),67701,8,Eglinton-Lawrence
43.6926384,-79.4640884,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6926842,-79.4634705,17,Davenport (17),67701,8,Eglinton-Lawrence
43.6928444,-79.4630508,17,Davenport (17),67701,8,Eglinton-Lawrence
43.6930313,-79.4622116,17,Davenport (17),67701,8,Eglinton-Lawrence
43.693306,-79.4609833,17,Davenport (17),67701,8,Eglinton-Lawrence
43.6936073,-79.4596786,17,Davenport (17),67701,8,Eglinton-Lawrence
43.6938477,-79.4585266,17,Davenport (17),67701,8,Eglinton-Lawrence
43.6941147,-79.4573822,17,Davenport (17),67701,8,Eglinton-Lawrence
43.6941528,-79.4571838,17,Davenport (17),67701,8,Eglinton-Lawrence
43.6943665,-79.4562302,17,Davenport (17),67701,8,Eglinton-Lawrence
43.6944389,-79.4558945,17,Davenport (17),67701,8,Eglinton-Lawrence
43.6944847,-79.4648438,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6946297,-79.455101,17,Davenport (17),67701,8,Eglinton-Lawrence
43.6947098,-79.4638367,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6948776,-79.4539566,17,Davenport (17),67701,8,Eglinton-Lawrence
43.6949463,-79.4628067,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6949806,-79.4534988,17,Davenport (17),67701,8,Eglinton-Lawrence
43.6951485,-79.4527969,17,Davenport (17),67701,8,Eglinton-Lawrence
43.6952209,-79.4616089,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6954193,-79.4515686,17,Davenport (17),67701,8,Eglinton-Lawrence
43.6954918,-79.4604797,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.695694,-79.4502792,17,Davenport (17),67701,8,Eglinton-Lawrence
43.695755,-79.4593353,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6959,-79.4493332,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6960068,-79.4581909,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6962547,-79.4532623,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6962624,-79.4476852,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6962662,-79.4570465,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6963615,-79.4473343,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6964073,-79.450798,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6964111,-79.4631424,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6965027,-79.4520645,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6965294,-79.4559021,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6965446,-79.4621582,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6967545,-79.450882,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6967659,-79.4453125,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.696785,-79.4547501,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6968002,-79.4610291,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6969719,-79.4443741,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6970367,-79.4535828,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6970444,-79.4598923,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6971092,-79.4476318,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6971474,-79.4632187,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6971855,-79.4509735,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6973038,-79.4427948,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6973152,-79.4536896,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6977005,-79.4589157,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6977348,-79.4446793,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6978149,-79.4564362,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6978416,-79.4479446,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6978493,-79.4402542,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6979179,-79.4511414,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6980438,-79.4393921,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6981125,-79.4390564,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6982117,-79.4566116,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.698246,-79.4384155,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.6983452,-79.4541245,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6984444,-79.4635239,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6984901,-79.4384079,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.6985168,-79.4371872,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.6988297,-79.4397125,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.6989937,-79.4350357,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.699234,-79.4338226,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.6992455,-79.4453049,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6993217,-79.448555,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6994362,-79.432869,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.6994591,-79.432785,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.6994972,-79.4546432,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6995583,-79.4571075,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.699646,-79.4318924,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.699791,-79.4515533,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6998558,-79.4309082,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.699913,-79.4401474,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.6999397,-79.4456024,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.700016,-79.4515915,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7000427,-79.4548798,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7000656,-79.4299011,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7002029,-79.4390793,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7003136,-79.4331436,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.700325,-79.4403,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7004471,-79.4381027,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7005196,-79.437767,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7005692,-79.4276123,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7006721,-79.4485245,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7006874,-79.4313736,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7007599,-79.451767,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7007599,-79.4266891,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7008553,-79.4476929,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7009964,-79.42556,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.701088,-79.4406128,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7012138,-79.4460526,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7014198,-79.4279633,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7014771,-79.4448166,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7014809,-79.4519272,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7015114,-79.4231415,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.701519,-79.4317017,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7015572,-79.4484406,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7016029,-79.4256744,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7016869,-79.465416,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7017174,-79.4436951,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7017403,-79.4220886,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7017708,-79.4382935,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7019119,-79.4233932,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7019272,-79.4643555,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7019615,-79.433815,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7020035,-79.4208908,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7020111,-79.446434,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.702137,-79.4369354,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7022552,-79.4411087,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7022591,-79.428299,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7022629,-79.4594116,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7022934,-79.4486389,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7023277,-79.4320526,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7023544,-79.4191055,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7024078,-79.4486618,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7024193,-79.4403076,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7024803,-79.4257202,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7027206,-79.4173813,22,St. Paul's (22),76002,8,Eglinton-Lawrence
43.7028046,-79.4467621,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7029381,-79.4378357,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7030334,-79.4159622,22,St. Paul's (22),76002,8,Eglinton-Lawrence
43.7030563,-79.4414444,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.703064,-79.4286346,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7031212,-79.4155045,22,St. Paul's (22),76002,8,Eglinton-Lawrence
43.7031288,-79.432373,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7031746,-79.4368668,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7032089,-79.4489975,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.703228,-79.4645157,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7034302,-79.4357376,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.703476,-79.413887,22,St. Paul's (22),76002,8,Eglinton-Lawrence
43.7036095,-79.4470596,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7036896,-79.4345779,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7038269,-79.4524765,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7038536,-79.4417496,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7038651,-79.4289551,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7039642,-79.4334793,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7040863,-79.4109573,22,St. Paul's (22),76002,8,Eglinton-Lawrence
43.7041245,-79.4602356,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7041245,-79.444664,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7041931,-79.4334183,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7042503,-79.4322815,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.704277,-79.4261475,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7043648,-79.4096222,22,St. Paul's (22),76002,8,Eglinton-Lawrence
43.7044296,-79.4324646,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.7044678,-79.4475632,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
43.7045097,-79.4311829,21,St. Paul's (21),70815,8,Eglinton-Lawrence
43.704525,-79.4526215,15,Eglinton-Lawrence (15),58180,8,Eglinton-Lawrence
