Lat,Long,wardnumber 2010,wardname 2010,wardmedian 2010,wardnumber 2018,wardname 2018
43.6687698,-79.5911942,0,,0,1,Etobicoke North
43.6721916,-79.5932999,0,,0,1,Etobicoke North
43.672699,-79.5920944,2,Etobicoke North (2),64543,1,Etobicoke North
43.6741791,-79.5677795,3,Etobicoke Centre (3),81839,1,Etobicoke North
43.674324,-79.5653915,3,Etobicoke Centre (3),81839,1,Etobicoke North
43.6744804,-79.563179,3,Etobicoke Centre (3),81839,1,Etobicoke North
43.6746902,-79.5900726,2,Etobicoke North (2),64543,1,Etobicoke North
43.6757164,-79.5684357,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.676342,-79.5704117,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.676487,-79.5732117,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6768951,-79.5910645,2,Etobicoke North (2),64543,1,Etobicoke North
43.6771507,-79.5711594,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6775055,-79.5680466,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.677784,-79.574295,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6777954,-79.5720139,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6790962,-79.5702057,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6791306,-79.5662155,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6796951,-79.5693512,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6797218,-79.5710297,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.680687,-79.5669098,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6808167,-79.5928497,2,Etobicoke North (2),64543,1,Etobicoke North
43.6808968,-79.5660706,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6811218,-79.5707016,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6813431,-79.5721817,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6817741,-79.5886612,2,Etobicoke North (2),64543,1,Etobicoke North
43.6820221,-79.5714188,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6825752,-79.5819321,2,Etobicoke North (2),64543,1,Etobicoke North
43.6827621,-79.5697632,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6830215,-79.5732269,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6835098,-79.5744095,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6837234,-79.5702744,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6842842,-79.5708694,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6846237,-79.5710907,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6848221,-79.5838242,2,Etobicoke North (2),64543,1,Etobicoke North
43.6851044,-79.5713196,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6855927,-79.5714569,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6864471,-79.6006927,2,Etobicoke North (2),64543,1,Etobicoke North
43.6865616,-79.5994186,2,Etobicoke North (2),64543,1,Etobicoke North
43.6866455,-79.5710373,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6867599,-79.5955658,2,Etobicoke North (2),64543,1,Etobicoke North
43.6869812,-79.5812759,2,Etobicoke North (2),64543,1,Etobicoke North
43.6873589,-79.5718002,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6875725,-79.5699921,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6878853,-79.5718231,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6879501,-79.5868225,2,Etobicoke North (2),64543,1,Etobicoke North
43.6880455,-79.5761032,2,Etobicoke North (2),64543,1,Etobicoke North
43.6881332,-79.5859833,2,Etobicoke North (2),64543,1,Etobicoke North
43.6890106,-79.5822678,2,Etobicoke North (2),64543,1,Etobicoke North
43.689476,-79.6022415,2,Etobicoke North (2),64543,1,Etobicoke North
43.689518,-79.5873032,2,Etobicoke North (2),64543,1,Etobicoke North
43.6898994,-79.5784149,2,Etobicoke North (2),64543,1,Etobicoke North
43.6902161,-79.5770645,2,Etobicoke North (2),64543,1,Etobicoke North
43.6907616,-79.5973663,2,Etobicoke North (2),64543,1,Etobicoke North
43.6907883,-79.5873108,2,Etobicoke North (2),64543,1,Etobicoke North
43.6910858,-79.5732956,2,Etobicoke North (2),64543,1,Etobicoke North
43.6915131,-79.5977097,2,Etobicoke North (2),64543,1,Etobicoke North
43.6915932,-79.5708389,2,Etobicoke North (2),64543,1,Etobicoke North
43.692234,-79.5842972,2,Etobicoke North (2),64543,1,Etobicoke North
43.6925621,-79.5661621,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6930313,-79.564003,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6933556,-79.5885162,2,Etobicoke North (2),64543,1,Etobicoke North
43.6934052,-79.5625153,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6935616,-79.5986557,2,Etobicoke North (2),64543,1,Etobicoke North
43.6936684,-79.5642929,2,Etobicoke North (2),64543,1,Etobicoke North
43.6937904,-79.5719223,2,Etobicoke North (2),64543,1,Etobicoke North
43.6939545,-79.5849533,2,Etobicoke North (2),64543,1,Etobicoke North
43.694252,-79.5586472,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6952248,-79.5725784,2,Etobicoke North (2),64543,1,Etobicoke North
43.695797,-79.5521545,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.695816,-79.5627365,2,Etobicoke North (2),64543,1,Etobicoke North
43.6959572,-79.560379,2,Etobicoke North (2),64543,1,Etobicoke North
43.6960945,-79.5900726,2,Etobicoke North (2),64543,1,Etobicoke North
43.696167,-79.565361,2,Etobicoke North (2),64543,1,Etobicoke North
43.6966362,-79.5631104,2,Etobicoke North (2),64543,1,Etobicoke North
43.6966438,-79.6000519,2,Etobicoke North (2),64543,1,Etobicoke North
43.6967163,-79.5607147,2,Etobicoke North (2),64543,1,Etobicoke North
43.6968002,-79.592514,2,Etobicoke North (2),64543,1,Etobicoke North
43.6969299,-79.5598602,2,Etobicoke North (2),64543,1,Etobicoke North
43.6969604,-79.5926971,2,Etobicoke North (2),64543,1,Etobicoke North
43.697052,-79.54673,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6970825,-79.5592117,2,Etobicoke North (2),64543,1,Etobicoke North
43.6971092,-79.5864792,2,Etobicoke North (2),64543,1,Etobicoke North
43.6971893,-79.5705414,2,Etobicoke North (2),64543,1,Etobicoke North
43.6974068,-79.5578156,2,Etobicoke North (2),64543,1,Etobicoke North
43.6974297,-79.5451584,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6976242,-79.5441666,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6977119,-79.574501,2,Etobicoke North (2),64543,1,Etobicoke North
43.6977348,-79.5650177,2,Etobicoke North (2),64543,1,Etobicoke North
43.6977882,-79.5434036,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6979141,-79.5556564,2,Etobicoke North (2),64543,1,Etobicoke North
43.6979179,-79.5428467,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.697937,-79.5612717,2,Etobicoke North (2),64543,1,Etobicoke North
43.6981239,-79.5861588,2,Etobicoke North (2),64543,1,Etobicoke North
43.6982117,-79.5415955,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6982918,-79.586174,2,Etobicoke North (2),64543,1,Etobicoke North
43.6983452,-79.5800934,2,Etobicoke North (2),64543,1,Etobicoke North
43.6983604,-79.5459595,2,Etobicoke North (2),64543,1,Etobicoke North
43.6984634,-79.5904007,2,Etobicoke North (2),64543,1,Etobicoke North
43.6985817,-79.5398407,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6987343,-79.5522308,2,Etobicoke North (2),64543,1,Etobicoke North
43.6988831,-79.5461731,2,Etobicoke North (2),64543,1,Etobicoke North
43.6991653,-79.5372543,4,Etobicoke Centre (4),78617,1,Etobicoke North
43.6992378,-79.5871429,2,Etobicoke North (2),64543,1,Etobicoke North
43.6992607,-79.5463257,2,Etobicoke North (2),64543,1,Etobicoke North
43.6993294,-79.5497742,2,Etobicoke North (2),64543,1,Etobicoke North
43.6995316,-79.5563736,2,Etobicoke North (2),64543,1,Etobicoke North
43.6995544,-79.5858383,2,Etobicoke North (2),64543,1,Etobicoke North
43.6995659,-79.5487137,2,Etobicoke North (2),64543,1,Etobicoke North
43.699749,-79.6014709,2,Etobicoke North (2),64543,1,Etobicoke North
43.6998253,-79.5342712,2,Etobicoke North (2),64543,1,Etobicoke North
43.699913,-79.5473785,2,Etobicoke North (2),64543,1,Etobicoke North
43.7000122,-79.5629883,2,Etobicoke North (2),64543,1,Etobicoke North
43.7000732,-79.5747452,2,Etobicoke North (2),64543,1,Etobicoke North
43.7003326,-79.5343933,2,Etobicoke North (2),64543,1,Etobicoke North
43.7003365,-79.5529404,2,Etobicoke North (2),64543,1,Etobicoke North
43.7006416,-79.5614395,2,Etobicoke North (2),64543,1,Etobicoke North
43.7006493,-79.5811539,2,Etobicoke North (2),64543,1,Etobicoke North
43.7007027,-79.5408401,2,Etobicoke North (2),64543,1,Etobicoke North
43.7008171,-79.5721741,2,Etobicoke North (2),64543,1,Etobicoke North
43.7008247,-79.5294495,2,Etobicoke North (2),64543,1,Etobicoke North
43.7011871,-79.5533447,2,Etobicoke North (2),64543,1,Etobicoke North
43.7011986,-79.5276642,2,Etobicoke North (2),64543,1,Etobicoke North
43.7013054,-79.5533905,2,Etobicoke North (2),64543,1,Etobicoke North
43.7013283,-79.5486755,2,Etobicoke North (2),64543,1,Etobicoke North
43.7013435,-79.6089554,2,Etobicoke North (2),64543,1,Etobicoke North
43.7014847,-79.5572586,2,Etobicoke North (2),64543,1,Etobicoke North
43.7016678,-79.541275,2,Etobicoke North (2),64543,1,Etobicoke North
43.7019501,-79.5756302,2,Etobicoke North (2),64543,1,Etobicoke North
43.702282,-79.5538177,2,Etobicoke North (2),64543,1,Etobicoke North
43.7025948,-79.5623779,2,Etobicoke North (2),64543,1,Etobicoke North
43.7026253,-79.5884018,2,Etobicoke North (2),64543,1,Etobicoke North
43.7026291,-79.5577621,2,Etobicoke North (2),64543,1,Etobicoke North
43.7026367,-79.589119,2,Etobicoke North (2),64543,1,Etobicoke North
43.7026482,-79.5652924,2,Etobicoke North (2),64543,1,Etobicoke North
43.7027092,-79.5307388,2,Etobicoke North (2),64543,1,Etobicoke North
43.7028122,-79.5653763,2,Etobicoke North (2),64543,1,Etobicoke North
43.703186,-79.5318985,2,Etobicoke North (2),64543,1,Etobicoke North
43.7033157,-79.6029968,2,Etobicoke North (2),64543,1,Etobicoke North
43.7039528,-79.5668488,2,Etobicoke North (2),64543,1,Etobicoke North
43.7039604,-79.5826721,2,Etobicoke North (2),64543,1,Etobicoke North
43.7040672,-79.5659714,2,Etobicoke North (2),64543,1,Etobicoke North
43.7044449,-79.5500793,2,Etobicoke North (2),64543,1,Etobicoke North
43.7046547,-79.5493011,2,Etobicoke North (2),64543,1,Etobicoke North
43.704834,-79.5634918,2,Etobicoke North (2),64543,1,Etobicoke North
43.7051125,-79.5504379,2,Etobicoke North (2),64543,1,Etobicoke North
43.7051392,-79.560524,2,Etobicoke North (2),64543,1,Etobicoke North
43.705246,-79.5771713,2,Etobicoke North (2),64543,1,Etobicoke North
43.7060852,-79.5558319,2,Etobicoke North (2),64543,1,Etobicoke North
43.7062531,-79.590332,2,Etobicoke North (2),64543,1,Etobicoke North
43.7067261,-79.5511246,2,Etobicoke North (2),64543,1,Etobicoke North
43.7081604,-79.5557632,2,Etobicoke North (2),64543,1,Etobicoke North
43.7082291,-79.565094,2,Etobicoke North (2),64543,1,Etobicoke North
43.7084961,-79.5895996,2,Etobicoke North (2),64543,1,Etobicoke North
43.7090034,-79.5521469,2,Etobicoke North (2),64543,1,Etobicoke North
43.709156,-79.5655136,2,Etobicoke North (2),64543,1,Etobicoke North
43.7106895,-79.6113205,2,Etobicoke North (2),64543,1,Etobicoke North
43.7113152,-79.5929718,2,Etobicoke North (2),64543,1,Etobicoke North
43.7113647,-79.5927734,2,Etobicoke North (2),64543,1,Etobicoke North
43.7114143,-79.55336,2,Etobicoke North (2),64543,1,Etobicoke North
43.7115326,-79.5534286,2,Etobicoke North (2),64543,1,Etobicoke North
43.7115517,-79.571373,2,Etobicoke North (2),64543,1,Etobicoke North
43.7117043,-79.5667038,2,Etobicoke North (2),64543,1,Etobicoke North
43.7117691,-79.591011,2,Etobicoke North (2),64543,1,Etobicoke North
43.711853,-79.5514069,2,Etobicoke North (2),64543,1,Etobicoke North
43.7121086,-79.5435715,2,Etobicoke North (2),64543,1,Etobicoke North
43.7124405,-79.5488968,2,Etobicoke North (2),64543,1,Etobicoke North
43.7128334,-79.5470886,2,Etobicoke North (2),64543,1,Etobicoke North
43.7129021,-79.5540619,2,Etobicoke North (2),64543,1,Etobicoke North
43.7132568,-79.5452805,2,Etobicoke North (2),64543,1,Etobicoke North
43.7132721,-79.5646591,2,Etobicoke North (2),64543,1,Etobicoke North
43.7133217,-79.5596924,2,Etobicoke North (2),64543,1,Etobicoke North
43.7134933,-79.5442123,2,Etobicoke North (2),64543,1,Etobicoke North
43.7138481,-79.5811157,2,Etobicoke North (2),64543,1,Etobicoke North
43.7139893,-79.5419693,2,Etobicoke North (2),64543,1,Etobicoke North
43.7140083,-79.5650101,2,Etobicoke North (2),64543,1,Etobicoke North
43.714138,-79.5524597,2,Etobicoke North (2),64543,1,Etobicoke North
43.7141533,-79.5678787,2,Etobicoke North (2),64543,1,Etobicoke North
43.7142258,-79.5941925,2,Etobicoke North (2),64543,1,Etobicoke North
43.7147636,-79.5852356,2,Etobicoke North (2),64543,1,Etobicoke North
43.7149162,-79.5528183,2,Etobicoke North (2),64543,1,Etobicoke North
43.715107,-79.5551147,2,Etobicoke North (2),64543,1,Etobicoke North
43.7152672,-79.5718155,2,Etobicoke North (2),64543,1,Etobicoke North
43.7152901,-79.56633,2,Etobicoke North (2),64543,1,Etobicoke North
43.7155037,-79.5465622,2,Etobicoke North (2),64543,1,Etobicoke North
43.7155609,-79.5947952,2,Etobicoke North (2),64543,1,Etobicoke North
43.7155724,-79.5685349,2,Etobicoke North (2),64543,1,Etobicoke North
43.7158432,-79.5897827,2,Etobicoke North (2),64543,1,Etobicoke North
43.715889,-79.5687027,2,Etobicoke North (2),64543,1,Etobicoke North
43.715992,-79.5666428,2,Etobicoke North (2),64543,1,Etobicoke North
43.7160912,-79.5626831,2,Etobicoke North (2),64543,1,Etobicoke North
43.7161942,-79.5443192,2,Etobicoke North (2),64543,1,Etobicoke North
43.7162514,-79.5468979,2,Etobicoke North (2),64543,1,Etobicoke North
43.7163124,-79.5534592,2,Etobicoke North (2),64543,1,Etobicoke North
43.7165337,-79.5926132,2,Etobicoke North (2),64543,1,Etobicoke North
43.7165527,-79.5523682,2,Etobicoke North (2),64543,1,Etobicoke North
43.71661,-79.5640564,2,Etobicoke North (2),64543,1,Etobicoke North
43.7166634,-79.5784836,2,Etobicoke North (2),64543,1,Etobicoke North
43.7166901,-79.5823975,2,Etobicoke North (2),64543,1,Etobicoke North
43.7167969,-79.5629959,2,Etobicoke North (2),64543,1,Etobicoke North
43.7168045,-79.5668106,2,Etobicoke North (2),64543,1,Etobicoke North
43.7169495,-79.5559845,2,Etobicoke North (2),64543,1,Etobicoke North
43.7170105,-79.569252,2,Etobicoke North (2),64543,1,Etobicoke North
43.7170219,-79.5724869,2,Etobicoke North (2),64543,1,Etobicoke North
43.7173195,-79.5958252,2,Etobicoke North (2),64543,1,Etobicoke North
43.717556,-79.5671616,2,Etobicoke North (2),64543,1,Etobicoke North
43.717701,-79.5617523,2,Etobicoke North (2),64543,1,Etobicoke North
43.7179451,-79.5779419,2,Etobicoke North (2),64543,1,Etobicoke North
43.7179718,-79.5586243,2,Etobicoke North (2),64543,1,Etobicoke North
43.7181244,-79.5507736,2,Etobicoke North (2),64543,1,Etobicoke North
43.7181282,-79.5990524,2,Etobicoke North (2),64543,1,Etobicoke North
43.7183304,-79.5498123,2,Etobicoke North (2),64543,1,Etobicoke North
43.7183838,-79.6203384,2,Etobicoke North (2),64543,1,Etobicoke North
43.7184219,-79.5566788,2,Etobicoke North (2),64543,1,Etobicoke North
43.7186699,-79.5879974,2,Etobicoke North (2),64543,1,Etobicoke North
43.7186813,-79.5469437,2,Etobicoke North (2),64543,1,Etobicoke North
43.7187157,-79.5700684,2,Etobicoke North (2),64543,1,Etobicoke North
43.7187614,-79.5729218,2,Etobicoke North (2),64543,1,Etobicoke North
43.7187805,-79.5499878,2,Etobicoke North (2),64543,1,Etobicoke North
43.718811,-79.5833893,2,Etobicoke North (2),64543,1,Etobicoke North
43.7189445,-79.6185455,2,Etobicoke North (2),64543,1,Etobicoke North
43.7190247,-79.5625839,2,Etobicoke North (2),64543,1,Etobicoke North
43.71912,-79.58255,2,Etobicoke North (2),64543,1,Etobicoke North
43.7191582,-79.6034622,2,Etobicoke North (2),64543,1,Etobicoke North
43.7194099,-79.5703964,2,Etobicoke North (2),64543,1,Etobicoke North
43.7194405,-79.5846329,2,Etobicoke North (2),64543,1,Etobicoke North
43.7194901,-79.5669479,2,Etobicoke North (2),64543,1,Etobicoke North
43.7195778,-79.6163025,2,Etobicoke North (2),64543,1,Etobicoke North
43.7197037,-79.5817566,2,Etobicoke North (2),64543,1,Etobicoke North
43.7197075,-79.6184311,2,Etobicoke North (2),64543,1,Etobicoke North
43.7197876,-79.5633698,2,Etobicoke North (2),64543,1,Etobicoke North
43.7198792,-79.5608368,2,Etobicoke North (2),64543,1,Etobicoke North
43.7199669,-79.5967941,2,Etobicoke North (2),64543,1,Etobicoke North
43.7202835,-79.5886612,2,Etobicoke North (2),64543,1,Etobicoke North
43.7203293,-79.5684967,2,Etobicoke North (2),64543,1,Etobicoke North
43.7203674,-79.5795898,2,Etobicoke North (2),64543,1,Etobicoke North
43.7204056,-79.6125946,2,Etobicoke North (2),64543,1,Etobicoke North
43.7204437,-79.5514832,2,Etobicoke North (2),64543,1,Etobicoke North
43.7205086,-79.5784302,2,Etobicoke North (2),64543,1,Etobicoke North
43.7205162,-79.5944519,2,Etobicoke North (2),64543,1,Etobicoke North
43.7205353,-79.6199951,2,Etobicoke North (2),64543,1,Etobicoke North
43.7205734,-79.5651474,2,Etobicoke North (2),64543,1,Etobicoke North
43.7206268,-79.6108856,2,Etobicoke North (2),64543,1,Etobicoke North
43.7207298,-79.618454,2,Etobicoke North (2),64543,1,Etobicoke North
43.7208252,-79.5641251,2,Etobicoke North (2),64543,1,Etobicoke North
43.7208366,-79.5604324,2,Etobicoke North (2),64543,1,Etobicoke North
43.72089,-79.5564423,2,Etobicoke North (2),64543,1,Etobicoke North
43.7209167,-79.616806,2,Etobicoke North (2),64543,1,Etobicoke North
43.7210083,-79.6190186,2,Etobicoke North (2),64543,1,Etobicoke North
43.7210159,-79.573967,2,Etobicoke North (2),64543,1,Etobicoke North
43.7210426,-79.5614548,2,Etobicoke North (2),64543,1,Etobicoke North
43.7211838,-79.5501785,2,Etobicoke North (2),64543,1,Etobicoke North
43.7212639,-79.6157455,2,Etobicoke North (2),64543,1,Etobicoke North
43.7212753,-79.585495,2,Etobicoke North (2),64543,1,Etobicoke North
43.7212753,-79.5457153,2,Etobicoke North (2),64543,1,Etobicoke North
43.7213173,-79.565506,2,Etobicoke North (2),64543,1,Etobicoke North
43.721489,-79.558136,2,Etobicoke North (2),64543,1,Etobicoke North
43.7215385,-79.5887299,2,Etobicoke North (2),64543,1,Etobicoke North
43.7216148,-79.5491791,2,Etobicoke North (2),64543,1,Etobicoke North
43.7216721,-79.5875549,2,Etobicoke North (2),64543,1,Etobicoke North
43.7216873,-79.6135788,2,Etobicoke North (2),64543,1,Etobicoke North
43.7217026,-79.5715103,2,Etobicoke North (2),64543,1,Etobicoke North
43.721714,-79.5618439,2,Etobicoke North (2),64543,1,Etobicoke North
43.7217293,-79.6128998,2,Etobicoke North (2),64543,1,Etobicoke North
43.7217369,-79.557106,2,Etobicoke North (2),64543,1,Etobicoke North
43.7217903,-79.5798187,2,Etobicoke North (2),64543,1,Etobicoke North
43.7218399,-79.5827713,2,Etobicoke North (2),64543,1,Etobicoke North
43.7219009,-79.5773621,2,Etobicoke North (2),64543,1,Etobicoke North
43.722023,-79.5660019,2,Etobicoke North (2),64543,1,Etobicoke North
43.7220688,-79.5858765,2,Etobicoke North (2),64543,1,Etobicoke North
43.7221298,-79.5482788,2,Etobicoke North (2),64543,1,Etobicoke North
43.7221794,-79.5850143,2,Etobicoke North (2),64543,1,Etobicoke North
43.7221794,-79.5783997,2,Etobicoke North (2),64543,1,Etobicoke North
43.7222481,-79.5626678,2,Etobicoke North (2),64543,1,Etobicoke North
43.722332,-79.5887527,2,Etobicoke North (2),64543,1,Etobicoke North
43.722374,-79.5842743,2,Etobicoke North (2),64543,1,Etobicoke North
43.7224197,-79.5541763,2,Etobicoke North (2),64543,1,Etobicoke North
43.7225533,-79.564209,2,Etobicoke North (2),64543,1,Etobicoke North
43.7225533,-79.5475388,2,Etobicoke North (2),64543,1,Etobicoke North
43.7225914,-79.5872421,2,Etobicoke North (2),64543,1,Etobicoke North
43.7226486,-79.5831604,2,Etobicoke North (2),64543,1,Etobicoke North
43.722683,-79.5688782,2,Etobicoke North (2),64543,1,Etobicoke North
43.7226982,-79.613945,2,Etobicoke North (2),64543,1,Etobicoke North
43.7227325,-79.5746384,2,Etobicoke North (2),64543,1,Etobicoke North
43.7227325,-79.5528641,2,Etobicoke North (2),64543,1,Etobicoke North
43.7227478,-79.5982132,2,Etobicoke North (2),64543,1,Etobicoke North
43.7228432,-79.5810928,2,Etobicoke North (2),64543,1,Etobicoke North
43.7228546,-79.5599365,2,Etobicoke North (2),64543,1,Etobicoke North
43.7228737,-79.5610046,2,Etobicoke North (2),64543,1,Etobicoke North
43.7229767,-79.6011047,2,Etobicoke North (2),64543,1,Etobicoke North
43.7229919,-79.620079,2,Etobicoke North (2),64543,1,Etobicoke North
43.7230873,-79.6225815,2,Etobicoke North (2),64543,1,Etobicoke North
43.723114,-79.5589218,2,Etobicoke North (2),64543,1,Etobicoke North
43.7231293,-79.5898743,2,Etobicoke North (2),64543,1,Etobicoke North
43.7231407,-79.6024704,2,Etobicoke North (2),64543,1,Etobicoke North
43.7231674,-79.5510025,2,Etobicoke North (2),64543,1,Etobicoke North
43.7231865,-79.5846329,2,Etobicoke North (2),64543,1,Etobicoke North
43.7232513,-79.616806,2,Etobicoke North (2),64543,1,Etobicoke North
43.7232666,-79.6016998,2,Etobicoke North (2),64543,1,Etobicoke North
43.7233429,-79.5918808,2,Etobicoke North (2),64543,1,Etobicoke North
43.7233887,-79.6042252,2,Etobicoke North (2),64543,1,Etobicoke North
43.7233963,-79.5626907,2,Etobicoke North (2),64543,1,Etobicoke North
43.7234001,-79.6157608,2,Etobicoke North (2),64543,1,Etobicoke North
43.7234421,-79.5723648,2,Etobicoke North (2),64543,1,Etobicoke North
43.7235146,-79.6190414,2,Etobicoke North (2),64543,1,Etobicoke North
43.723629,-79.5567932,2,Etobicoke North (2),64543,1,Etobicoke North
43.7236557,-79.6199417,2,Etobicoke North (2),64543,1,Etobicoke North
43.7236786,-79.5488739,2,Etobicoke North (2),64543,1,Etobicoke North
43.7237282,-79.6027298,2,Etobicoke North (2),64543,1,Etobicoke North
43.7237434,-79.5709686,2,Etobicoke North (2),64543,1,Etobicoke North
43.7237549,-79.6169281,2,Etobicoke North (2),64543,1,Etobicoke North
43.7238464,-79.5519028,2,Etobicoke North (2),64543,1,Etobicoke North
43.7238503,-79.5636368,2,Etobicoke North (2),64543,1,Etobicoke North
43.7238579,-79.5669937,2,Etobicoke North (2),64543,1,Etobicoke North
43.7238655,-79.6203461,2,Etobicoke North (2),64543,1,Etobicoke North
43.7238922,-79.6158524,2,Etobicoke North (2),64543,1,Etobicoke North
43.7239532,-79.6020126,2,Etobicoke North (2),64543,1,Etobicoke North
43.7239647,-79.5734253,2,Etobicoke North (2),64543,1,Etobicoke North
43.7240486,-79.5549545,2,Etobicoke North (2),64543,1,Etobicoke North
43.7240601,-79.5773087,2,Etobicoke North (2),64543,1,Etobicoke North
43.7240906,-79.5815735,2,Etobicoke North (2),64543,1,Etobicoke North
43.7241325,-79.5726776,2,Etobicoke North (2),64543,1,Etobicoke North
43.7241592,-79.6007614,2,Etobicoke North (2),64543,1,Etobicoke North
43.7241898,-79.5690918,2,Etobicoke North (2),64543,1,Etobicoke North
43.7242584,-79.6207809,2,Etobicoke North (2),64543,1,Etobicoke North
43.7244225,-79.603035,2,Etobicoke North (2),64543,1,Etobicoke North
43.7244759,-79.5906448,2,Etobicoke North (2),64543,1,Etobicoke North
43.7244873,-79.5607681,2,Etobicoke North (2),64543,1,Etobicoke North
43.7245064,-79.5645523,2,Etobicoke North (2),64543,1,Etobicoke North
43.7245865,-79.5751038,2,Etobicoke North (2),64543,1,Etobicoke North
43.7246895,-79.5821686,2,Etobicoke North (2),64543,1,Etobicoke North
43.7246895,-79.5522919,2,Etobicoke North (2),64543,1,Etobicoke North
43.724823,-79.5776749,2,Etobicoke North (2),64543,1,Etobicoke North
43.724884,-79.5597534,2,Etobicoke North (2),64543,1,Etobicoke North
43.7249298,-79.5635147,2,Etobicoke North (2),64543,1,Etobicoke North
43.7249489,-79.6008911,2,Etobicoke North (2),64543,1,Etobicoke North
43.7250214,-79.5896149,2,Etobicoke North (2),64543,1,Etobicoke North
43.7250977,-79.5505676,2,Etobicoke North (2),64543,1,Etobicoke North
43.7251015,-79.576561,2,Etobicoke North (2),64543,1,Etobicoke North
43.7251854,-79.5648727,2,Etobicoke North (2),64543,1,Etobicoke North
43.7252693,-79.579483,2,Etobicoke North (2),64543,1,Etobicoke North
43.725296,-79.5826187,2,Etobicoke North (2),64543,1,Etobicoke North
43.725296,-79.5806656,2,Etobicoke North (2),64543,1,Etobicoke North
43.7253227,-79.5885162,2,Etobicoke North (2),64543,1,Etobicoke North
43.725338,-79.550827,2,Etobicoke North (2),64543,1,Etobicoke North
43.7253571,-79.5754623,2,Etobicoke North (2),64543,1,Etobicoke North
43.7253838,-79.5576248,2,Etobicoke North (2),64543,1,Etobicoke North
43.7254944,-79.5780029,2,Etobicoke North (2),64543,1,Etobicoke North
43.7256241,-79.5612946,2,Etobicoke North (2),64543,1,Etobicoke North
43.7256584,-79.587677,2,Etobicoke North (2),64543,1,Etobicoke North
43.7256622,-79.6240082,2,Etobicoke North (2),64543,1,Etobicoke North
43.7257538,-79.5734711,2,Etobicoke North (2),64543,1,Etobicoke North
43.7257881,-79.5558395,2,Etobicoke North (2),64543,1,Etobicoke North
43.7258949,-79.5687027,2,Etobicoke North (2),64543,1,Etobicoke North
43.7259064,-79.5602036,2,Etobicoke North (2),64543,1,Etobicoke North
43.7259827,-79.5652542,2,Etobicoke North (2),64543,1,Etobicoke North
43.7259865,-79.5614777,2,Etobicoke North (2),64543,1,Etobicoke North
43.7260284,-79.5867233,2,Etobicoke North (2),64543,1,Etobicoke North
43.7260666,-79.5829544,2,Etobicoke North (2),64543,1,Etobicoke North
43.7261772,-79.6222153,2,Etobicoke North (2),64543,1,Etobicoke North
43.726223,-79.5516739,2,Etobicoke North (2),64543,1,Etobicoke North
43.7262764,-79.5855637,2,Etobicoke North (2),64543,1,Etobicoke North
43.7265434,-79.584465,2,Etobicoke North (2),64543,1,Etobicoke North
43.7265511,-79.5702362,2,Etobicoke North (2),64543,1,Etobicoke North
43.7266884,-79.5690613,2,Etobicoke North (2),64543,1,Etobicoke North
43.7267418,-79.5520859,2,Etobicoke North (2),64543,1,Etobicoke North
43.7267761,-79.5618439,2,Etobicoke North (2),64543,1,Etobicoke North
43.7268028,-79.5656509,2,Etobicoke North (2),64543,1,Etobicoke North
